CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQ,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,SPEND,SPEND_TO_LIMIT,PAYMENT_TO_SPEND,ADVANCE_RATIO,FREQ_SCORE,LTV_SCORE_RAW,SEGMENT
C10011,1293.124939,1.0,920.12,0.0,920.12,0.0,1.0,0.0,1.0,0.0,0,12,1200.0,1083.301007,2172.697765,0.0,12,1840.24,1.5335333333333334,0.5886737637482068,0.0,2.0,1.3667666666666667,Gold
C10012,630.794744,0.818182,1492.18,1492.18,0.0,0.0,0.25,0.25,0.0,0.0,0,6,2000.0,705.618627,155.549069,0.0,12,2984.36,1.49218,0.23643884350413485,0.0,0.5,0.89609,Gold
C10013,1516.92862,1.0,3217.99,2500.23,717.76,0.0,1.0,0.25,0.916667,0.0,0,26,3000.0,608.263689,490.207013,0.25,12,6435.98,2.1453266666666666,0.09450987868203445,0.0,2.166667,1.7726634333333333,Gold
C10014,921.693369,1.0,2137.93,419.96,1717.97,0.0,0.75,0.166667,0.75,0.0,0,26,7500.0,1655.891435,251.137986,0.083333,12,4275.86,0.5701146666666667,0.3872651197653806,0.0,1.666667,0.8017240333333333,Gold
C10015,2772.772734,1.0,0.0,0.0,0.0,346.81139,0.0,0.0,0.0,0.083333,1,0,3000.0,805.647974,989.962866,0.0,12,0.0,0.0,,0.0,0.0,0.0,Bronze
C10016,6886.213231,1.0,1611.7,0.0,1611.7,2301.491267,0.5,0.0,0.5,0.166667,4,11,8000.0,1993.439277,2109.90649,0.0,12,3223.4,0.40292500000000003,0.6184275228020103,0.7139949329900105,1.0,0.5014625,Silver
C10017,2072.074354,0.875,0.0,0.0,0.0,2784.274703,0.0,0.0,0.0,0.25,3,0,3000.0,391.974562,376.579631,0.0,8,0.0,0.0,,0.0,0.0,0.0,Bronze
C10018,41.089489,0.454545,519.0,0.0,519.0,0.0,0.416667,0.0,0.333333,0.0,0,8,2500.0,254.590662,73.203221,0.25,12,1038.0,0.4152,0.245270387283237,0.0,0.75,0.4826,Silver
C10019,1989.072228,1.0,504.35,166.0,338.35,0.0,0.666667,0.083333,0.583333,0.0,0,9,13000.0,1720.837373,744.613395,0.0,12,1008.7,0.0775923076923077,1.7059952146326955,0.0,1.333333,0.4387960538461539,Silver
C10020,3577.970933,1.0,398.64,0.0,398.64,0.0,1.0,0.0,1.0,0.0,0,12,4000.0,1053.980464,12465.54938,0.0,12,797.28,0.19932,1.3219702789484247,0.0,2.0,0.69966,Silver
C10021,2016.684686,1.0,176.68,0.0,176.68,0.0,0.666667,0.0,0.666667,0.0,0,8,2000.0,223.0686,13557.29726,0.0,12,353.36,0.17668,0.6312785827484718,0.0,1.333334,0.4883402,Silver
C10022,6369.531318,1.0,6359.95,5910.04,449.91,229.028245,1.0,0.916667,1.0,0.333333,6,92,11250.0,2077.959051,1659.775075,0.0,12,12719.9,1.1306577777777778,0.16336284491230277,0.018005506725681807,2.916667,1.4403289888888888,Gold
C10023,132.34224,0.636364,815.9,0.0,815.9,0.0,1.0,0.0,1.0,0.0,0,17,1800.0,2359.629958,86.329554,0.0,12,1631.8,0.9065555555555556,1.4460288993749235,0.0,2.0,1.0532777777777778,Gold
C10024,3800.151377,0.818182,4248.35,3454.56,793.79,7974.415626,1.0,0.083333,0.916667,0.333333,13,13,9000.0,9479.043842,1425.426525,0.0,12,8496.7,0.9440777777777779,1.1156147494909787,0.9385309150611413,2.0,1.072038888888889,Gold
C10025,5368.571219,1.0,0.0,0.0,0.0,798.949863,0.0,0.0,0.0,0.363636,4,0,6000.0,1422.726707,1657.002877,0.0,11,0.0,0.0,,0.0,0.0,0.0,Bronze
C10026,169.781679,1.0,399.6,0.0,399.6,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,215.306142,163.005536,0.0,12,799.2,0.2664,0.26940207957957957,0.0,2.0,0.7332,Silver
C10027,1615.96724,1.0,102.0,102.0,0.0,244.840485,0.166667,0.166667,0.0,0.25,5,2,1700.0,890.178845,971.183209,0.0,12,204.0,0.12,4.363621789215687,1.2001984558823529,0.333334,0.16000019999999998,Bronze
C10028,125.694817,1.0,233.28,0.0,233.28,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,207.773715,164.748819,0.0,12,466.56,0.46656,0.44533117926954735,0.0,2.0,0.83328,Gold
C10029,7152.864372,1.0,387.05,204.55,182.5,2236.145259,0.666667,0.166667,0.416667,0.833333,16,8,10500.0,1601.448347,1648.851345,0.0,12,774.1,0.07372380952380952,2.0687874266890582,2.8887033445291306,1.2500010000000001,0.41186220476190477,Silver
C10030,22.06349,1.0,100.0,0.0,100.0,0.0,0.416667,0.0,0.416667,0.0,0,5,6900.0,160.767773,159.684442,0.0,12,200.0,0.028985507246376812,0.803838865,0.0,0.833334,0.2644929536231884,Silver
C10031,12136.21996,1.0,3038.01,1013.2,2024.81,3183.583301,1.0,0.166667,1.0,0.5,10,64,13000.0,4230.323491,3292.01503,0.0,12,6076.02,0.4673861538461539,0.6962326475225559,0.5239586606034872,2.166667,0.8836931769230769,Gold
C10032,1162.273324,1.0,1347.71,400.0,947.71,175.815755,1.0,0.083333,1.0,0.166667,2,45,6000.0,645.998299,256.848991,0.0,12,2695.42,0.4492366666666667,0.2396651724035586,0.06522759161837487,2.083333,0.8496182333333334,Gold
C10033,6732.823064,1.0,324.95,324.95,0.0,1189.533753,0.083333,0.083333,0.0,0.166667,3,3,10500.0,1720.118876,2506.745366,0.0,12,649.9,0.06189523809523809,2.6467439236805665,1.8303335174642252,0.166666,0.08094741904761905,Bronze
C10034,125.660453,1.0,636.79,636.79,0.0,0.0,0.916667,0.916667,0.0,0.0,0,11,1200.0,423.449696,196.301885,0.3,12,1273.58,1.0613166666666667,0.33248770866376676,0.0,1.833334,1.1406585333333332,Gold
C10035,3517.101616,0.727273,547.28,0.0,547.28,0.0,1.0,0.0,1.0,0.0,0,14,11000.0,8735.607835,17862.55831,0.0,12,1094.56,0.09950545454545454,7.980930999671102,0.0,2.0,0.6497527272727273,Silver
C10036,1656.350781,1.0,0.0,0.0,0.0,99.264367,0.0,0.0,0.0,0.083333,1,0,1800.0,351.500199,634.569311,0.0,12,0.0,0.0,,0.0,0.0,0.0,Bronze
C10037,7427.076941,1.0,0.0,0.0,0.0,8873.375046,0.0,0.0,0.0,0.727273,11,0,9000.0,1636.361601,1986.843608,0.0,11,0.0,0.0,,0.0,0.0,0.0,Bronze
C10038,4047.480828,1.0,2380.55,1642.17,738.38,1697.660901,0.75,0.5,0.75,0.333333,7,41,5000.0,1617.894416,1541.141605,0.0,12,4761.1,0.9522200000000001,0.3398152561382874,0.3565690493793451,2.0,1.07611,Gold
C10039,6269.418144,1.0,204.0,204.0,0.0,2925.699862,0.083333,0.083333,0.0,0.333333,12,2,9000.0,1237.111661,2049.408839,0.0,12,408.0,0.04533333333333334,3.032136424019608,7.170832995098039,0.166666,0.07266646666666668,Bronze
C10040,1411.60223,0.454545,963.24,963.24,0.0,6173.682877,0.083333,0.083333,0.0,0.333333,6,6,7500.0,20071.07544,719.948985,0.333333,12,1926.48,0.256864,10.418522611187242,3.204644157738466,0.166666,0.2450984,Silver
C10041,663.44781,0.727273,0.0,0.0,0.0,3133.063934,0.0,0.0,0.0,0.25,3,0,1800.0,3067.05783,283.333445,0.166667,12,0.0,0.0,,0.0,0.0,0.033333400000000006,Bronze
C10043,784.889762,0.909091,1526.59,786.3,740.29,2188.419607,0.583333,0.416667,0.333333,0.25,11,27,3000.0,1262.309666,363.142736,0.111111,12,3053.18,1.0177266666666667,0.4134409586070917,0.7167673072010167,1.333333,0.9310854333333333,Gold
C10044,4104.710798,1.0,203.82,203.82,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4500.0,868.275275,1801.264841,0.0,12,407.64,0.09058666666666666,2.1300050902757333,0.0,0.166666,0.09529313333333334,Bronze
C10045,1360.742377,1.0,0.0,0.0,0.0,1481.587093,0.0,0.0,0.0,0.083333,1,0,1500.0,378.294227,321.354137,0.0,12,0.0,0.0,,0.0,0.0,0.0,Bronze
C10046,5315.945594,1.0,1525.44,469.8,1055.64,0.0,1.0,0.333333,1.0,0.0,0,20,8500.0,1430.341501,1318.71492,0.0,12,3050.88,0.35892705882352943,0.4688291578167611,0.0,2.333333,0.8794634294117647,Gold
C10047,2242.311686,1.0,437.0,97.0,340.0,184.648692,0.333333,0.083333,0.333333,0.166667,2,5,2400.0,0.0,312.343947,0.0,12,874.0,0.3641666666666667,0.0,0.2112685263157895,0.749999,0.40708303333333334,Silver
C10048,474.447149,0.5,109.74,0.0,109.74,1013.659552,0.375,0.0,0.25,0.125,1,3,1700.0,176.013005,147.199792,0.0,8,219.48,0.12910588235294118,0.801954642792054,4.618459777656279,0.625,0.2520529411764706,Silver
C10049,3910.111237,1.0,0.0,0.0,0.0,1980.873201,0.0,0.0,0.0,0.5,7,0,4200.0,0.0,312.343947,0.0,12,0.0,0.0,,0.0,0.0,0.0,Bronze
C10050,229.867179,1.0,2390.6,1402.93,987.67,0.0,1.0,0.666667,1.0,0.0,0,87,3300.0,2543.953559,175.657825,0.916667,12,4781.2,1.4488484848484848,0.5320742823977245,0.0,2.666667,1.7077577424242425,Gold
C10051,863.809833,1.0,507.5,507.5,0.0,695.097159,0.166667,0.166667,0.0,0.083333,2,3,4000.0,587.866451,286.448719,0.083333,12,1015.0,0.25375,0.5791787694581281,0.6848247871921183,0.333334,0.2435418,Silver
C10052,4931.331857,1.0,901.42,646.07,255.35,8530.648614,0.625,0.375,0.25,0.875,37,9,12000.0,8113.297346,1012.415961,0.0,8,1802.84,0.15023666666666666,4.500286961682678,4.731783527101684,1.25,0.45011833333333334,Silver
C10053,1078.888565,1.0,3107.85,2221.74,886.11,0.0,0.666667,0.583333,0.5,0.0,0,18,2500.0,1399.82834,1322.446601,0.0,12,6215.7,2.48628,0.22520847853017362,0.0,1.75,1.7681399999999998,Gold
C10054,1565.681099,1.0,0.0,0.0,0.0,321.359135,0.0,0.0,0.0,0.25,3,0,3500.0,691.825279,581.481917,0.0,12,0.0,0.0,,0.0,0.0,0.0,Bronze
C10055,464.674156,0.888889,1979.22,1979.22,0.0,1981.265503,0.666667,0.666667,0.0,0.111111,1,11,3000.0,3110.052742,132.446091,0.2,9,3958.44,1.31948,0.7856763629106415,0.500516744727721,1.333334,1.0997402,Gold
C10056,6.660517,0.636364,310.0,0.0,310.0,0.0,0.666667,0.0,0.666667,0.0,0,8,1000.0,417.016763,312.343947,0.0,12,620.0,0.62,0.6726076822580646,0.0,1.333334,0.7100002,Silver
C10057,1311.995984,1.0,1283.9,1283.9,0.0,0.0,0.25,0.25,0.0,0.0,0,6,6000.0,0.0,312.343947,0.0,12,2567.8,0.4279666666666667,0.0,0.0,0.5,0.3639833333333333,Silver
C10058,3625.218146,1.0,313.27,313.27,0.0,668.468743,0.25,0.25,0.0,0.416667,5,4,4000.0,0.0,312.343947,0.0,12,626.54,0.156635,0.0,1.0669210952213746,0.5,0.2283175,Silver
C10059,2386.330629,1.0,5217.62,4789.09,428.53,0.0,0.916667,0.916667,0.5,0.0,0,42,7500.0,5678.729613,1311.514878,0.083333,12,10435.24,1.3913653333333333,0.5441877343501443,0.0,2.333334,1.4123494666666667,Gold
C10060,3971.138765,1.0,0.0,0.0,0.0,224.575517,0.0,0.0,0.0,0.181818,3,0,4000.0,764.938728,1600.212243,0.0,11,0.0,0.0,,0.0,0.0,0.0,Bronze
C10061,5493.90406,1.0,229.0,0.0,229.0,970.591332,0.416667,0.0,0.333333,0.333333,4,6,6000.0,2110.557023,1895.02617,0.0,12,458.0,0.07633333333333334,4.608203106986899,2.1191950480349346,0.75,0.26316666666666666,Silver
C10062,1879.114033,0.727273,113.0,113.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,6500.0,3509.686561,548.105836,0.0,12,226.0,0.03476923076923077,15.529586553097346,0.0,0.333334,0.11738481538461538,Bronze
C10063,1555.793701,1.0,66.2,66.2,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,338.083661,837.215674,0.0,12,132.4,0.08275,2.5535019712990934,0.0,0.166666,0.0913748,Bronze
C10064,809.582978,0.909091,0.0,0.0,0.0,3819.672466,0.0,0.0,0.0,0.545455,7,0,4150.0,4372.148648,241.645387,0.090909,11,0.0,0.0,,0.0,0.0,0.0181818,Bronze
C10065,7.152356,0.090909,840.0,840.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,0.0,312.343947,0.0,12,1680.0,1.05,0.0,0.0,0.166666,0.5749998000000001,Silver
C10067,1923.886805,1.0,1887.64,0.0,1887.64,1605.949371,1.0,0.0,1.0,0.083333,4,61,1850.0,3688.045998,3266.996777,0.083333,12,3775.28,2.040691891891892,0.9768933689686592,0.4253855001483333,2.0,1.637012545945946,Gold
C10068,1758.059987,1.0,412.33,325.21,87.12,0.0,0.583333,0.333333,0.166667,0.0,0,11,1800.0,777.451648,897.905444,0.0,12,824.66,0.4581444444444444,0.942754162927752,0.0,1.083333,0.5540721222222222,Silver
C10069,809.847455,0.875,0.0,0.0,0.0,908.423608,0.0,0.0,0.0,0.125,1,0,1500.0,146.074769,179.412493,0.0,8,0.0,0.0,,0.0,0.0,0.0,Bronze
C10070,1576.305029,1.0,0.0,0.0,0.0,382.908547,0.0,0.0,0.0,0.416667,6,0,2500.0,540.022225,352.883804,0.0,12,0.0,0.0,,0.0,0.0,0.0,Bronze
C10071,3990.523579,1.0,263.5,190.6,72.9,0.0,0.666667,0.083333,0.583333,0.0,0,8,6000.0,6876.836205,1001.607366,0.083333,12,527.0,0.08783333333333333,13.049025056925995,0.0,1.333333,0.46058316666666665,Silver
C10072,1699.435486,1.0,1363.69,1363.69,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,1700.0,1623.816348,923.505868,0.0,12,2727.38,1.6043411764705884,0.5953759094808938,0.0,0.666666,1.0021703882352941,Gold
C10073,5487.683724,1.0,419.1,0.0,419.1,625.399386,0.916667,0.0,0.833333,0.333333,4,11,6250.0,1288.214909,2180.881868,0.0,12,838.2,0.134112,1.5368824970174182,0.7461219112383679,1.75,0.592056,Silver
C10074,2990.422186,0.909091,4523.27,1664.09,2859.18,27296.48576,0.666667,0.5,0.583333,0.833333,27,33,7000.0,28232.69446,1107.030803,0.454545,12,9046.54,1.2923628571428574,3.120827903264673,3.0173398625330785,1.75,1.2620904285714287,Gold
C10075,656.01301,1.0,0.0,0.0,0.0,1474.349901,0.0,0.0,0.0,0.125,3,0,7000.0,910.457985,140.983193,0.25,8,0.0,0.0,,0.0,0.0,0.05,Bronze
C10077,1808.972419,1.0,713.9,503.08,210.82,0.0,0.5,0.1,0.4,0.0,0,8,2250.0,889.017418,622.757696,0.0,10,1427.8,0.6345777777777778,0.6226484227482841,0.0,1.0,0.6172888888888889,Silver
C10078,532.334517,0.909091,791.94,516.64,275.3,0.0,0.272727,0.090909,0.181818,0.0,0,7,6000.0,1305.177304,175.510344,0.0,11,1583.8799999999999,0.26398,0.8240379978281184,0.0,0.545454,0.29562619999999995,Silver
C10079,5860.433624,1.0,561.87,249.5,312.37,0.0,0.833333,0.166667,0.75,0.0,0,14,6000.0,1990.044998,2161.428274,0.0,12,1123.74,0.18729,1.770912308897076,0.0,1.75,0.618645,Silver
C10080,1727.638449,1.0,606.11,606.11,0.0,0.0,1.0,1.0,0.0,0.0,0,17,11000.0,2959.920544,623.656993,0.0,12,1212.22,0.11020181818181818,2.44173544736104,0.0,2.0,0.655100909090909,Silver
C10081,578.809679,1.0,320.0,0.0,320.0,0.0,0.75,0.0,0.666667,0.0,0,8,1500.0,1438.910569,190.186542,0.0,12,640.0,0.4266666666666667,2.2482977640625,0.0,1.416667,0.6383334333333333,Silver
C10082,1205.716678,1.0,0.0,0.0,0.0,38.325801,0.0,0.0,0.0,0.083333,1,0,1200.0,29.278671,8242.687678,0.0,12,0.0,0.0,,0.0,0.0,0.0,Bronze
C10083,6593.820644,1.0,388.66,388.66,0.0,4621.93458,0.583333,0.583333,0.0,0.416667,7,7,7000.0,1624.583114,2503.40234,0.0,12,777.32,0.11104571428571429,2.0899798204085833,5.945986955179334,1.166666,0.4055226571428571,Silver
C10084,17.357563,0.909091,244.85,40.21,204.64,0.0,0.666667,0.166667,0.583333,0.0,0,13,5000.0,357.802082,121.523416,0.181818,12,489.7,0.09794,0.7306556708188687,0.0,1.416667,0.5103337,Silver
C10085,81.584711,0.272727,0.0,0.0,0.0,2985.300006,0.0,0.0,0.0,0.166667,5,0,9500.0,116.569033,164.692136,0.0,12,0.0,0.0,,0.0,0.0,0.0,Bronze
C10086,3.78631,0.636364,133.05,28.2,104.85,0.0,0.416667,0.166667,0.25,0.0,0,5,12000.0,210.053432,99.533735,0.444444,12,266.1,0.022175,0.7893777978203682,0.0,0.833334,0.3499765,Silver
C10087,42.46443,0.545455,396.0,0.0,396.0,0.0,0.5,0.0,0.416667,0.0,0,12,1200.0,725.606194,140.809454,1.0,12,792.0,0.66,0.9161694368686868,0.0,0.916667,0.8050001,Gold
C10088,1935.362486,1.0,4915.6,4515.34,400.26,293.844792,1.0,1.0,0.333333,0.083333,1,50,9000.0,4921.066897,594.756686,0.0,12,9831.2,1.0923555555555557,0.5005560762673935,0.02988900561477744,2.333333,1.2461776777777778,Gold
C10089,134.917202,1.0,1247.8,1247.8,0.0,0.0,1.0,1.0,0.0,0.0,0,22,16500.0,1275.229436,171.357189,1.0,12,2495.6,0.15124848484848485,0.5109911187690336,0.0,2.0,0.8756242424242424,Gold
C10090,7069.950386,1.0,1603.78,1445.14,158.64,5626.004046,1.0,0.833333,1.0,0.75,23,23,11000.0,4589.873897,1876.262988,0.0,12,3207.56,0.29159636363636365,1.4309549617154473,1.7539824807641946,2.833333,0.9957980818181819,Gold
C10092,8181.251131,1.0,2258.01,1318.78,939.23,5251.228934,1.0,0.75,1.0,0.75,21,60,13500.0,3021.575846,2074.581541,0.0,12,4516.02,0.33452000000000004,0.669079376530662,1.1628001944189794,2.75,0.9922599999999999,Gold
C10093,4037.305658,1.0,45.0,45.0,0.0,104.238064,0.083333,0.083333,0.0,0.083333,1,1,4500.0,1073.844885,968.941265,0.0,12,90.0,0.02,11.931609833333333,1.158200711111111,0.166666,0.059999800000000006,Bronze
C10094,6110.265264,1.0,0.0,0.0,0.0,2717.253917,0.0,0.0,0.0,0.416667,14,0,6500.0,1502.205631,2864.380327,0.0,12,0.0,0.0,,0.0,0.0,0.0,Bronze
C10095,9381.255094,1.0,5100.07,1147.83,3952.24,370.737197,1.0,0.25,0.916667,0.083333,1,46,9000.0,6409.496345,9827.045323,0.0,12,10200.14,1.1333488888888887,0.6283733698753154,0.036346285149027366,2.166667,1.2166745444444445,Gold
C10096,1977.00709,1.0,1032.04,226.9,805.14,4335.919227,0.909091,0.090909,0.818182,0.545455,21,17,4000.0,3056.424974,910.707525,0.090909,11,2064.08,0.51602,1.4807686591604978,2.1006546388705867,1.818182,0.8216464000000001,Gold
C10097,1321.47608,1.0,45.65,45.65,0.0,495.657934,0.083333,0.083333,0.0,0.083333,1,1,1800.0,440.840439,312.560636,0.0,12,91.3,0.050722222222222224,4.828482354874041,5.428893033953998,0.166666,0.07536091111111112,Bronze
C10098,1307.717841,1.0,405.6,405.6,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,2400.0,0.0,312.343947,0.0,12,811.2,0.338,0.0,0.0,0.333334,0.2690002,Silver
C10099,2329.485768,1.0,213.34,213.34,0.0,0.0,0.25,0.25,0.0,0.0,0,3,2400.0,0.0,312.343947,0.0,12,426.68,0.17778333333333335,0.0,0.0,0.5,0.23889166666666667,Silver
C10100,1139.782882,1.0,0.0,0.0,0.0,120.612912,0.0,0.0,0.0,0.083333,1,0,1200.0,151.823651,2906.110765,0.0,12,0.0,0.0,,0.0,0.0,0.0,Bronze
C10101,1619.955708,1.0,739.44,739.44,0.0,0.0,0.666667,0.666667,0.0,0.0,0,11,6000.0,417.128532,389.138517,0.0,12,1478.88,0.24648,0.2820570512820513,0.0,1.333334,0.5232401999999999,Silver
C10102,3505.671311,1.0,0.0,0.0,0.0,1713.984305,0.0,0.0,0.0,0.5,6,0,4000.0,0.0,312.343947,0.0,12,0.0,0.0,,0.0,0.0,0.0,Bronze
C10103,4.708041,0.363636,79.0,0.0,79.0,0.0,0.25,0.0,0.166667,0.0,0,3,7000.0,217.820198,121.781205,1.0,12,158.0,0.022571428571428572,1.378608848101266,0.0,0.416667,0.3362858142857143,Silver
C10104,0.0,0.0,0.0,0.0,0.0,89.849004,0.0,0.0,0.0,0.142857,1,0,3000.0,138.021428,312.343947,0.0,7,0.0,0.0,,0.0,0.0,0.0,Bronze
C10105,4.875885,0.666667,20.0,20.0,0.0,0.0,0.111111,0.111111,0.0,0.0,0,1,1500.0,26.487919,60.913577,0.0,9,40.0,0.02666666666666667,0.662197975,0.0,0.222222,0.07999993333333333,Bronze
C10106,23.394411,0.272727,1346.28,0.0,1346.28,0.0,1.0,0.0,1.0,0.0,0,12,2000.0,712.149153,54.79166,0.0,12,2692.56,1.34628,0.2644877562616989,0.0,2.0,1.27314,Gold
C10107,3539.801912,1.0,2823.8,1540.41,1283.39,0.0,0.916667,0.916667,0.833333,0.0,0,75,5700.0,9172.788366,2103.796148,0.083333,12,5647.6,0.9908070175438597,1.6241922880515618,0.0,2.666667,1.3120702087719298,Gold
C10108,0.62424,0.090909,389.96,0.0,389.96,0.0,1.0,0.0,1.0,0.0,0,31,4500.0,0.0,312.343947,0.0,12,779.92,0.17331555555555556,0.0,0.0,2.0,0.6866577777777778,Silver
C10109,862.07238,1.0,0.0,0.0,0.0,920.309805,0.0,0.0,0.0,0.083333,1,0,4000.0,2236.890255,214.828158,0.083333,12,0.0,0.0,,0.0,0.0,0.0166666,Bronze
C10110,2441.542991,1.0,808.0,808.0,0.0,959.857263,0.25,0.25,0.0,0.333333,6,4,4000.0,532.741699,1026.976,0.0,12,1616.0,0.404,0.3296668929455446,0.5939710785891089,0.5,0.352,Silver
C10111,408.656365,1.0,941.64,0.0,941.64,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,1097.78942,176.610605,0.083333,12,1883.28,0.753312,0.5829135444543563,0.0,2.0,0.9933225999999999,Gold
C10112,4986.400804,1.0,0.0,0.0,0.0,5439.467563,0.0,0.0,0.0,0.583333,40,0,8000.0,1241.538024,1439.230899,0.0,12,0.0,0.0,,0.0,0.0,0.0,Bronze
C10113,1246.624558,1.0,423.7,177.64,246.06,412.399058,0.666667,0.166667,0.5,0.083333,2,10,2000.0,577.050373,498.365419,0.0,12,847.3999999999999,0.4236999999999999,0.6809657458107152,0.48666398159074825,1.333334,0.6118501999999999,Silver
C10114,6644.201651,1.0,4478.75,2721.59,1757.16,7205.520805,1.0,0.916667,1.0,0.583333,21,64,9000.0,10857.94321,2469.571326,0.083333,12,8957.5,0.9952777777777778,1.2121622338822216,0.804412035166062,2.916667,1.3893055888888888,Gold
C10115,156.216753,0.818182,1354.86,585.63,769.23,0.0,0.916667,0.333333,0.833333,0.0,0,34,5500.0,858.976682,108.319927,0.0,12,2709.72,0.4926763636363636,0.3169983179073853,0.0,2.083333,0.8713380818181818,Gold
C10116,3393.351236,1.0,0.0,0.0,0.0,1008.348672,0.0,0.0,0.0,0.083333,2,0,4200.0,0.0,312.343947,0.0,12,0.0,0.0,,0.0,0.0,0.0,Bronze
C10117,5322.994094,1.0,2812.2,857.12,1955.08,2510.352951,1.0,0.25,1.0,0.333333,8,81,8500.0,1509.423237,1834.031569,0.0,12,5624.4,0.6616941176470588,0.268370534990399,0.4463325778749733,2.25,1.0058470588235293,Gold
C10118,6458.56209,1.0,0.0,0.0,0.0,3360.228794,0.0,0.0,0.0,0.25,11,0,7000.0,1277.76778,2760.115734,0.0,12,0.0,0.0,,0.0,0.0,0.0,Bronze
C10119,175.341651,0.818182,1508.9,1252.36,256.54,0.0,0.666667,0.416667,0.333333,0.0,0,14,5000.0,1884.227778,136.639824,1.0,12,3017.8,0.60356,0.6243713228179468,0.0,1.416667,0.9267801,Gold
C10120,680.195157,1.0,1045.57,667.95,377.62,0.0,1.0,0.583333,1.0,0.0,0,25,3000.0,552.432305,207.720441,0.0,12,2091.14,0.6970466666666666,0.2641775801715811,0.0,2.583333,1.1235232333333331,Gold
C10121,223.763616,0.636364,2309.78,0.0,2309.78,0.0,0.583333,0.0,0.5,0.0,0,12,6500.0,1206.81188,99.372848,0.333333,12,4619.56,0.7107015384615385,0.26123957259998787,0.0,1.083333,0.7470172692307693,Silver
